Protein name,Uniprot ID,NCBI Gene ID,Function
MACC1,Q6ZN28,346389,target gene
DCAF8,Q5TAQ9,50717,target gene
ZNF175,Q9Y473,7728,transcription factor and target gene
PDCD10,Q9BUL8,11235,target gene
PFN2,P35080,5217,target gene
CARM1,Q86X55,10498,target gene
PNRC1,Q12796,10957,target gene
FBLN1,P23142,2192,target gene
ZNF146,Q15072,7705,target gene
PKP1,Q13835,5317,target gene
FOXA1,P55317,3169,transcription factor and target gene
PSMG1,O95456,8624,target gene
CYP46A1,Q9Y6A2,10858,target gene
MZF1,P28698,7593,transcription factor and target gene
RPL32,P62910,6161,target gene
TSG101,Q99816,7251,transcription factor and target gene
MIA,Q16674,8190,target gene
SLPI,P03973,6590,target gene
KIF24,Q5T7B8,347240,target gene
CENPW,Q5EE01,387103,target gene
ACTB,P60709,60,target gene
LRP5,O75197,4041,target gene
STAM,Q92783,8027,target gene
NFATC4,Q14934,4776,target gene
GFER,P55789,2671,target gene
CDC7,O00311,8317,target gene
IFITM3,Q01628,10410,target gene
MYCN,P04198,4613,transcription factor and target gene
NOS3,P29474,4846,target gene
TBC1D22A,Q8WUA7,25771,transcription factor
IFNA2,P01563,3440,target gene
IFNAR1,P17181,3454,target gene
SAP30,O75446,8819,target gene
NME3,Q13232,4832,target gene
GRPR,P30550,2925,target gene
SPAST,Q9UBP0,6683,target gene
EPO,P01588,2056,target gene
PTX3,P26022,5806,target gene
KLF11,O14901,8462,transcription factor and target gene
RDX,P35241,5962,target gene
SYTL4,Q96C24,94121,target gene
TACR1,P25103,6869,target gene
BORA,Q6PGQ7,79866,target gene
SLC39A14,Q15043,23516,target gene
RTP1,P59025,132112,target gene
KCNH2,Q12809,3757,target gene
RTP4,Q96DX8,64108,target gene
TCF7L1,Q9HCS4,83439,target gene
MKNK2,Q9HBH9,2872,target gene
SOST,Q9BQB4,50964,target gene
UPF1,Q92900,5976,transcription factor and target gene
RAB8A,P61006,4218,target gene
TPR,P12270,7175,target gene
CTCFL,Q8NI51,140690,transcription factor
OTX1,P32242,5013,transcription factor
CSF2RB,P32927,1439,target gene
HERPUD1,Q15011,9709,target gene
UGDH,O60701,7358,target gene
PAX5,Q02548,5079,transcription factor and target gene
ZSCAN9,O15535,7746,target gene
NEDD4L,Q96PU5,23327,target gene
SLC13A4,Q9UKG4,26266,target gene
PPP1CB,P62140,5500,target gene
ETV2,O00321,2116,target gene
CLTC,Q00610,1213,target gene
RPS19,P39019,6223,target gene
HLA-A,P10314,-,target gene
CYP2C8,P10632,1558,target gene
ID1,P41134,3397,transcription factor and target gene
HOXB13,Q92826,10481,transcription factor and target gene
SF3B1,O75533,23451,target gene
VPS4A,Q9UN37,27183,target gene
RSPO2,Q6UXX9,340419,target gene
SYN1,P17600,6853,target gene
NDUFC1,O43677,4717,target gene
ANGPTL4,Q9BY76,51129,target gene
SLC10A2,Q12908,6555,target gene
ITGB7,P26010,3695,target gene
OTC,P00480,5009,target gene
CYC1,P08574,1537,target gene
POLR3D,P05423,661,target gene
OXTR,P30559,5021,target gene
AGPS,O00116,8540,target gene
IDE,P14735,3416,target gene
RGS4,P49798,5999,target gene
CYP3A5,P20815,1577,target gene
EAF1,Q96JC9,85403,transcription factor and target gene
NR1I3,Q14994,9970,transcription factor and target gene
BUB3,O43684,9184,target gene
TFE3,P19532,7030,target gene
CD34,P28906,947,target gene
ARR3,P36575,407,target gene
CRABP1,P29762,1381,target gene
IL17F,Q96PD4,112744,target gene
HSD3B1,P14060,3283,target gene
VASP,P50552,7408,target gene
PMM2,O15305,5373,target gene
RPS27A,P62979,6233,target gene
GRK4,P32298,2868,target gene
HMOX1,P09601,3162,target gene
ADORA3,P0DMS8,140,target gene
GRAMD4,Q6IC98,23151,target gene
HBA1,I1VZV6,-,target gene
MUC6,Q6W4X9,4588,target gene
MFSD2A,Q8NA29,84879,target gene
LIN28A,Q9H9Z2,79727,transcription factor and target gene
CSH2,P0DML3,1442;1443,target gene
TDG,Q13569,6996,target gene
SPN,P16150,6693,target gene
TLR9,Q9NR96,54106,target gene
B4GALT5,O43286,9334,target gene
NOX4,Q9NPH5,50507,target gene
SFRP5,Q5T4F7,6425,target gene
ZFP36L2,P47974,678,target gene
FGA,P02671,2243,target gene
SLC22A16,Q86VW1,85413,target gene
DACT2,Q5SW24,168002,target gene
PCSK2,P16519,5126,target gene
SCNN1B,P51168,6338,target gene
E2F7,Q96AV8,144455,transcription factor and target gene
FBXO32,Q969P5,114907,target gene
SERPINB5,P36952,5268,target gene
PAX9,P55771,5083,transcription factor
IL2RG,P31785,3561,target gene
EIF4G2,P78344,1982,target gene
SSB,P05455,6741,transcription factor and target gene
SOX6,P35712,55553,transcription factor
POU4F2,Q12837,5458,transcription factor and target gene
MDM2,Q00987,4193,transcription factor and target gene
HBP1,O60381,26959,transcription factor and target gene
ITGA2B,P08514,3674,target gene
HSF2,Q03933,3298,transcription factor
RCC1,P18754,1104,target gene
CD19,P15391,930,target gene
TBC1D16,Q8TBP0,125058,target gene
CD46,P15529,4179,target gene
SYN2,Q92777,6854,target gene
FOXN4,Q96NZ1,121643,transcription factor
PFKL,P17858,5211,target gene
CTSL,P07711,1514,target gene
MXD1,Q05195,4084,transcription factor and target gene
AMACR,Q9UHK6,23600,target gene
BBC3,Q9BXH1,27113,target gene
DUSP10,Q9Y6W6,11221,target gene
SESN1,Q9Y6P5,27244,target gene
CSTB,P04080,1476,target gene
MPPED2,Q15777,744,target gene
GALNT2,Q10471,2590,target gene
HSD17B6,O14756,8630,target gene
HMGCS1,Q01581,3157,target gene
RECQL4,O94761,9401,target gene
FAM216A,Q8WUB2,29902,target gene
NFYB,P25208,4801,transcription factor and target gene
RAD51,Q06609,5888,transcription factor and target gene
IL17A,Q16552,3605,target gene
MRPL38,Q96DV4,64978,target gene
FNBP4,Q8N3X1,23360,target gene
HMMR,O75330,3161,target gene
ARHGAP35,Q9NRY4,2909,transcription factor
MBL2,P11226,4153,target gene
LRIG1,Q96JA1,26018,target gene
E2F6,O75461,1876,transcription factor and target gene
BRD4,O60885,23476,target gene
PHOX2B,Q99453,8929,transcription factor
ING2,Q9H160,3622,transcription factor
FST,P19883,10468,target gene
CCN1,O00622,3491,target gene
DCBLD2,Q96PD2,131566,target gene
LCK,P06239,3932,target gene
HLA-DRA,P01903,3122,target gene
UBXN8,O00124,7993,target gene
CCL20,P78556,6364,target gene
AKR1C4,P17516,1109,target gene
UNG,P13051,7374,target gene
NBR1,Q14596,4077,target gene
ZNF304,Q9HCX3,57343,target gene
DMAC2L,Q99766,27109,target gene
RPS3A,P61247,6189,target gene
TLX2,O43763,3196,target gene
STK39,Q9UEW8,27347,target gene
VEGFD,O43915,2277,target gene
TNFRSF11A,Q9Y6Q6,8792,target gene
HEPH,Q9BQS7,9843,target gene
HLA-DOB,P13765,3112,target gene
COL6A1,P12109,1291,target gene
REXO5,Q96IC2,81691,target gene
MED15,Q96RN5,51586,transcription factor
CD79A,P11912,973,target gene
AR,P10275,367,transcription factor and target gene
SEC61B,P60468,10952,target gene
BDP1,A6H8Y1,55814,transcription factor
TXNRD1,Q16881,7296,target gene
G0S2,P27469,50486,target gene
UGT1A8,Q9HAW9,54576,target gene
GDF15,Q99988,9518,target gene
SLC34A2,O95436,10568,target gene
LHX6,Q9UPM6,26468,target gene
PDGFRB,P09619,5159,target gene
REST,Q13127,5978,transcription factor and target gene
INPP5J,Q15735,27124,target gene
GTF2A1,P52655,2957,transcription factor
SLC35F6,Q8N357,54978,target gene
PSMB8,P28062,5696,target gene
ADRB1,P08588,153,target gene
MAPK14,Q16539,1432,target gene
CEBPG,P53567,1054,transcription factor
FOLH1,Q04609,2346,target gene
NFATC2,Q13469,4773,transcription factor
AXIN2,Q9Y2T1,8313,target gene
CCNB1,P14635,891,target gene
SMC4,Q9NTJ3,10051,target gene
SRP54,P61011,6729,target gene
HYOU1,Q9Y4L1,10525,target gene
FGF21,Q9NSA1,26291,target gene
HES6,Q96HZ4,55502,transcription factor and target gene
MAGOH,P61326,4116,target gene
IL1R1,P14778,3554,target gene
INS-IGF2,F8WCM5,723961,target gene
HLA-B,P30495,-,target gene
SOAT1,P35610,6646,target gene
FOXK2,Q01167,3607,transcription factor
TNS3,Q68CZ2,64759,target gene
SIGIRR,Q6IA17,59307,target gene
RANGRF,Q9HD47,29098,target gene
UPK1B,O75841,7348,target gene
PRDM14,Q9GZV8,63978,transcription factor
ENPEP,Q07075,2028,target gene
KRT17,Q04695,3872,target gene
PREB,Q9HCU5,10113,transcription factor and target gene
MNX1,P50219,3110,target gene
SLC12A2,P55011,6558,target gene
ABCA3,Q99758,21,target gene
HLA-C,Q9TNN7,-,target gene
LSR,Q86X29,51599,target gene
F2R,P25116,2149,target gene
ASPH,Q12797,444,target gene
SFPQ,P23246,6421,transcription factor and target gene
XPC,Q01831,7508,transcription factor and target gene
CHST15,Q7LFX5,51363,target gene
GNRH2,O43555,2797,target gene
SEZ6L2,Q6UXD5,26470,target gene
DMC1,Q14565,11144,target gene
LTBR,P36941,4055,target gene
ZNF593,O00488,51042,target gene
SP4,Q02446,6671,transcription factor
PTK6,Q13882,5753,target gene
PDC,P20941,5132,target gene
EPOR,P19235,2057,target gene
EBF1,Q9UH73,1879,transcription factor
RBM8A,Q9Y5S9,9939,target gene
LMO4,P61968,8543,transcription factor and target gene
GTF2H3,Q13889,2967,target gene
DECR2,Q9NUI1,26063,target gene
RPS5,P46782,6193,target gene
POLR2C,P19387,5432,target gene
PROM1,O43490,8842,target gene
HLA-B,P01889,3106,target gene
FLG,P20930,2312,target gene
FTH1,P02794,2495,target gene
GSC2,O15499,2928,target gene
ERG,P11308,2078,transcription factor and target gene
LTC4S,Q16873,4056,target gene
RAP1GAP,P47736,5909,target gene
LITAF,Q99732,9516,target gene
ALKBH4,Q9NXW9,54784,target gene
CDK5R1,Q15078,8851,target gene
SHOX,O15266,6473,transcription factor and target gene
JUNB,P17275,3726,transcription factor and target gene
RPS29,P62273,6235,target gene
ADGRE5,K7EPP8,-,target gene
HRK,O00198,8739,target gene
ACLY,P53396,47,target gene
PLAGL1,Q9UM63,5325,transcription factor and target gene
ZNF383,Q8NA42,163087,transcription factor
PTGER2,P43116,5732,target gene
PDCL,Q13371,5082,target gene
ZPR1,O75312,8882,target gene
PSMD5,Q16401,5711,target gene
NUP210,Q8TEM1,23225,target gene
RELN,P78509,5649,target gene
N4BP2L1,Q5TBK1,90634,target gene
TNFSF10,P50591,8743,target gene
DNASE1,P24855,1773,target gene
TBX20,Q9UMR3,57057,transcription factor
PLRG1,O43660,5356,target gene
PTPRF,P10586,5792,target gene
HOXA9,P31269,3205,transcription factor and target gene
AKR1C3,P42330,8644,target gene
TNNI1,P19237,7135,target gene
ABCG1,P45844,9619,target gene
UPF2,Q9HAU5,26019,transcription factor
CELSR3,Q9NYQ7,1951,target gene
EIF4E,P06730,1977,target gene
ROS1,P08922,6098,target gene
ETFB,P38117,2109,target gene
NDUFB3,O43676,4709,target gene
MFSD6L,Q8IWD5,162387,target gene
NVL,O15381,4931,transcription factor
HLA-A,P16188,-,target gene
RTN4,Q9NQC3,57142,target gene
TRA,A0A0C4ZLG8,-,target gene
TFAP2B,Q92481,7021,transcription factor
OGFR,Q9NZT2,11054,target gene
PHF10,Q8WUB8,55274,transcription factor
PDIA2,Q13087,64714,target gene
NDRG2,Q9UN36,57447,target gene
EWSR1,Q01844,2130,transcription factor
POU3F1,Q03052,5453,transcription factor
GALNT3,Q14435,2591,target gene
F3,P13726,2152,target gene
TRIM24,O15164,8805,target gene
FANCA,O15360,2175,target gene
G6PC,P35575,2538,target gene
NDUFV1,P49821,4723,target gene
ZNF165,P49910,7718,target gene
NDUFV2,P19404,4729,target gene
CD68,P34810,968,target gene
SAA2,P0DJI9,6289,target gene
P2RX5,Q93086,5026,target gene
WBP4,O75554,11193,target gene
ANOS1,P23352,3730,target gene
HLA-DRB1,P01912,3123,target gene
FUT1,P19526,2523,target gene
ARID3A,Q99856,1820,transcription factor and target gene
CYP2F1,P24903,1572,target gene
INSIG1,O15503,3638,target gene
SERBP1,Q8NC51,26135,target gene
PGC,P20142,5225,target gene
MAPK6,Q16659,5597,target gene
SMYD1,Q8NB12,150572,target gene
UGT8,Q16880,7368,target gene
HIPK2,Q9H2X6,28996,transcription factor and target gene
PSMD10,O75832,5716,target gene
BRD3,Q15059,8019,target gene
OPRM1,P35372,4988,target gene
CYP27B1,O15528,1594,target gene
BCL2L1,Q07817,598,target gene
SNCB,Q16143,6620,target gene
AMELY,Q99218,266,target gene
MX1,P20591,4599,target gene
C9orf72,Q96LT7,203228,target gene
CYP21A2,P08686,1589,target gene
ILF2,Q12905,3608,transcription factor
PIGQ,Q9BRB3,9091,target gene
GCLC,P48506,2729,target gene
S100A10,P60903,6281,target gene
USP21,Q9UK80,27005,target gene
CAPNS1,P04632,826,target gene
CAPN6,Q9Y6Q1,827,target gene
ZEB1,P37275,6935,transcription factor and target gene
POLR2G,P62487,5436,target gene
AKR7A2,O43488,8574,target gene
TUBG1,P23258,7283,target gene
TMCO5A,Q8N6Q1,145942,target gene
SPAG6,O75602,9576,target gene
CPD,O75976,1362,target gene
COL18A1,P39060,80781,target gene
CYP3A7,P24462,100861540;1551,target gene
NACA,Q13765,4666,target gene
PPARA,Q07869,5465,transcription factor and target gene
PGA5,P0DJD9,5222,target gene
SREBF2,Q12772,6721,transcription factor and target gene
CDH17,Q12864,1015,target gene
ADH7,P40394,131,target gene
TNIP3,Q96KP6,79931,target gene
GLIPR2,Q9H4G4,152007,target gene
METAP2,P50579,10988,target gene
UBE2I,P63279,7329,target gene
CBLN1,P23435,869,target gene
POMC,P01189,5443,target gene
LIN28B,Q6ZN17,389421,target gene
HLA-A,P30459,-,target gene
SEC14L2,O76054,23541,transcription factor
LMNB2,Q03252,84823,target gene
PSMB5,P28074,5693,target gene
BHLHE22,Q8NFJ8,27319,target gene
IL2RA,P01589,3559,target gene
REEP5,Q00765,7905,target gene
GYPB,P06028,2994,target gene
LOXL1,Q08397,4016,target gene
GCM2,O75603,9247,transcription factor
LMO3,Q8TAP4,55885,transcription factor and target gene
CENPE,Q02224,1062,target gene
LRSAM1,Q6UWE0,90678,target gene
CD86,P42081,942,target gene
GAS1,P54826,2619,target gene
ABCB6,Q9NP58,10058,target gene
SGK1,O00141,6446,target gene
P2RY2,P41231,5029,target gene
HAS2,Q92819,3037,target gene
BFSP2,Q13515,8419,target gene
PSMD11,O00231,5717,target gene
KCNG4,Q8TDN1,93107,target gene
ADH5,P11766,128,target gene
BRAF,P15056,673,target gene
HNF4G,Q14541,3174,transcription factor
TBPL1,P62380,9519,transcription factor
ATP2B1,P20020,490,target gene
SIRT1,Q96EB6,23411,transcription factor and target gene
TLE3,Q04726,7090,transcription factor
SLC25A21,Q9BQT8,89874,target gene
RETN,Q9HD89,56729,target gene
RELT,Q969Z4,84957,target gene
ZNF217,O75362,7764,transcription factor and target gene
SIX6,O95475,4990,target gene
HDAC3,O15379,8841,transcription factor and target gene
MYC,P01106,4609,transcription factor and target gene
SIX1,Q15475,6495,transcription factor
ABL1,P00519,25,transcription factor
FGF10,O15520,2255,target gene
CGA,P01215,1081,target gene
MUC3A,Q02505,4584,target gene
ZNF85,Q03923,7639,target gene
PLK1,P53350,5347,target gene
PLOD3,O60568,8985,target gene
CLEC4G,Q6UXB4,339390,target gene
HDAC11,Q96DB2,79885,transcription factor
SOX11,P35716,6664,transcription factor and target gene
IKBKG,Q9Y6K9,8517,target gene
NFKBIL1,Q9UBC1,4795,target gene
ASH2L,Q9UBL3,9070,target gene
SND1,Q7KZF4,27044,transcription factor and target gene
FUT2,Q10981,2524,target gene
FN1,P02751,2335,target gene
ACCS,Q96QU6,84680,target gene
ZIC2,O95409,7546,transcription factor
EXT1,Q16394,2131,target gene
TRIP13,Q15645,9319,target gene
HEY2,Q9UBP5,23493,transcription factor and target gene
FOXP1,Q9H334,27086,transcription factor and target gene
FOSL1,P15407,8061,transcription factor and target gene
IAPP,P10997,3375,target gene
SLC31A1,O15431,1317,target gene
TEF,Q10587,7008,transcription factor
MTF2,Q9Y483,22823,target gene
NELL2,Q99435,4753,target gene
RND3,P61587,390,target gene
CRIPT,Q9P021,9419,target gene
ME2,P23368,4200,target gene
GADD45A,P24522,1647,target gene
HLA-B,Q29836,-,target gene
KLK3,P07288,354,target gene
HIP1R,O75146,9026,target gene
UCP3,P55916,7352,target gene
SOCS2,O14508,8835,target gene
SNRPD3,P62318,6634,target gene
IGBP1,P78318,3476,target gene
MMP14,P50281,4323,target gene
PEX6,Q13608,5190,target gene
ZFP36L1,Q07352,677,transcription factor and target gene
CAT,P04040,847,target gene
FKBP2,P26885,2286,target gene
RUNX3,Q13761,864,transcription factor and target gene
HLA-A,P16189,-,target gene
NPSR1,Q6W5P4,387129,target gene
PSIP1,O75475,11168,target gene
SLC4A2,P04920,6522,target gene
PDPK1,O15530,5170,target gene
LBP,P18428,3929,target gene
WWP1,Q9H0M0,11059,transcription factor and target gene
HLA-B,P30481,-,target gene
DDX5,P17844,1655,transcription factor and target gene
NR0B1,P51843,190,transcription factor and target gene
PTGER4,P35408,5734,target gene
TGFBRAP1,Q8WUH2,9392,target gene
PER1,O15534,5187,transcription factor and target gene
DEAF1,O75398,10522,transcription factor
CDX1,P47902,1044,transcription factor and target gene
EVX1,P49640,2128,transcription factor
MFSD10,Q14728,10227,target gene
CA2,P00918,760,target gene
DLK1,P80370,8788,target gene
ADM,P35318,133,target gene
PNOC,Q13519,5368,target gene
FHIT,P49789,2272,target gene
SSX2,Q16385,6757;727837,transcription factor and target gene
AVP,P01185,551,target gene
IER3,P46695,8870,target gene
ANKRD1,Q15327,27063,transcription factor and target gene
LIPC,P11150,3990,target gene
MAPT,P10636,4137,target gene
ACTG1,P63261,71,target gene
NES,P48681,10763,target gene
KAT7,O95251,11143,target gene
FABP6,P51161,2172,target gene
PTAFR,P25105,5724,target gene
NPHS2,Q9NP85,7827,target gene
TXNDC15,Q96J42,79770,target gene
BMP7,P18075,655,target gene
GAREM1,Q9H706,64762,target gene
PON1,P27169,5444,target gene
MTERF1,Q99551,7978,target gene
ERAP2,Q6P179,64167,target gene
WDR45,Q9Y484,11152,target gene
SOX1,O00570,6656,target gene
NFIX,Q14938,4784,transcription factor
MTTP,P55157,4547,target gene
SLCO1B3,Q9NPD5,28234,target gene
C1QTNF1,Q9BXJ1,114897,target gene
CASP2,P42575,835,target gene
ESR1,P03372,2099,transcription factor and target gene
HLA-DRB1,P20039,-,target gene
WNT7A,O00755,7476,target gene
RDH16,O75452,8608,target gene
IL2RB,P14784,3560,target gene
PTPRZ1,P23471,5803,target gene
HCK,P08631,3055,target gene
LGALS4,P56470,3960,target gene
DDX21,Q9NR30,9188,target gene
TSLP,Q969D9,85480,target gene
CDKN1C,P49918,1028,target gene
VAPA,Q9P0L0,9218,target gene
ID3,Q02535,3399,transcription factor and target gene
WRAP73,Q9P2S5,49856,target gene
NAE1,Q13564,8883,target gene
DSG3,P32926,1830,target gene
TRAF1,Q13077,7185,target gene
TIMP1,P01033,7076,target gene
KIF22,Q14807,3835,target gene
PCDHB11,Q9Y5F2,56125,target gene
POLD4,Q9HCU8,57804,target gene
PFKP,Q01813,5214,target gene
MCM9,Q9NXL9,254394,target gene
POMK,Q9H5K3,84197,target gene
PTEN,P60484,5728,target gene
CRYGC,P07315,1420,target gene
PSMA5,P28066,5686,target gene
TCN2,P20062,6948,target gene
GART,P22102,2618,target gene
ERBB4,Q15303,2066,target gene
SPINT1,O43278,6692,target gene
ARG1,P05089,383,target gene
SYPL1,Q16563,6856,target gene
SDC4,P31431,6385,target gene
CARHSP1,Q9Y2V2,23589,target gene
RFXAP,O00287,5994,transcription factor
KRT15,P19012,3866,target gene
EMX2,Q04743,2018,target gene
RHOA,P61586,387,target gene
TP53I3,Q53FA7,9540,target gene
TBX5,Q99593,6910,transcription factor and target gene
CDK16,Q00536,5127,target gene
CRP,P02741,1401,target gene
FABP1,P07148,2168,target gene
CACNA1H,O95180,8912,target gene
HOXA7,P31268,3204,transcription factor and target gene
ADRA2B,P18089,151,target gene
GFAP,P14136,2670,target gene
PIK3CD,O00329,5293,target gene
HAL,P42357,3034,target gene
RNF4,P78317,6047,target gene
NFATC3,Q12968,4775,transcription factor
SEC23B,Q15437,10483,target gene
TRIM45,Q9H8W5,80263,target gene
MT2A,P02795,4502,target gene
ECD,O95905,11319,transcription factor
FUT7,Q11130,2529,target gene
RAG2,P55895,5897,target gene
TFAP4,Q01664,7023,transcription factor and target gene
CEBPD,P49716,1052,transcription factor
HGF,P14210,3082,target gene
PAWR,Q96IZ0,5074,transcription factor
GPR39,O43194,2863,target gene
COX15,Q7KZN9,1355,target gene
RREB1,Q92766,6239,transcription factor
BACE2,Q9Y5Z0,25825,target gene
AMHR2,Q16671,269,target gene
HINFP,Q9BQA5,25988,transcription factor and target gene
MMP19,Q99542,4327,target gene
LMO7,Q8WWI1,4008,target gene
SLC22A8,Q8TCC7,9376,target gene
SHOX2,O60902,6474,transcription factor and target gene
JPH2,Q9BR39,57158,target gene
PSEN1,P49768,5663,target gene
ICAM4,Q14773,3386,target gene
SOCS1,O15524,8651,target gene
PFKFB4,Q16877,5210,target gene
EXOC3,O60645,11336,target gene
PDLIM7,Q9NR12,9260,target gene
CXXC5,Q7LFL8,51523,target gene
PPP2R2B,Q00005,5521,target gene
COASY,Q13057,80347,target gene
BDH1,Q02338,622,target gene
PC,P11498,5091,target gene
IFNGR1,P15260,3459,target gene
PON2,Q15165,5445,target gene
GLI2,P10070,2736,transcription factor and target gene
DAD1,P61803,1603,target gene
PRKACA,P17612,5566,target gene
BMI1,P35226,100532731;648,transcription factor and target gene
TFPI2,P48307,7980,target gene
NCOA4,Q13772,8031,transcription factor and target gene
ERCC5,P28715,2073,target gene
AMD1,P17707,262,target gene
HAX1,O00165,10456,transcription factor and target gene
BLM,P54132,641,target gene
ERVW-1,Q9UQF0,30816,target gene
IgH,Q9UGP3,-,target gene
SELE,P16581,6401,target gene
TRIP6,Q15654,7205,transcription factor
IGFBP1,P08833,3484,target gene
RFX1,P22670,5989,transcription factor
MMP26,Q9NRE1,56547,target gene
NPAS3,Q8IXF0,64067,transcription factor
BCL2,P10415,596,target gene
POLA2,Q14181,23649,target gene
IFI16,Q16666,3428,transcription factor and target gene
BTG1,P62324,694,target gene
CTNNBIP1,Q9NSA3,56998,transcription factor and target gene
EGR4,Q05215,1961,transcription factor and target gene
HIST2H2BE,Q16778,8349,target gene
PSMD8,P48556,5714,target gene
HSPH1,Q92598,10808,target gene
SERP1,Q9Y6X1,27230,target gene
TMUB2,Q71RG4,79089,target gene
DICER1,Q9UPY3,23405,target gene
CR2,P20023,1380,target gene
B3GAT3,O94766,26229,target gene
FES,P07332,2242,target gene
MAFA,Q8NHW3,389692,transcription factor and target gene
GP1BA,P07359,2811,target gene
CYP7B1,O75881,9420,target gene
ST3GAL1,Q11201,6482,target gene
TCFL5,Q9UL49,10732,transcription factor
PRRX1,P54821,5396,target gene
PLK3,Q9H4B4,1263,target gene
KCNJ2,P63252,3759,target gene
O75612_HUMAN,O75612,1056,target gene
MDM4,O15151,4194,transcription factor and target gene
C4orf36,Q96KX1,132989,target gene
RAD54L,Q92698,8438,target gene
PYCR1,P32322,5831,target gene
DLL1,O00548,28514,target gene
ADARB1,P78563,104,target gene
ALDH3A2,P51648,224,target gene
CDKN2B,P42772,1030,target gene
TNFRSF12A,Q9NP84,51330,target gene
FCGR3B,O75015,2215,target gene
KL,Q9UEF7,9365,target gene
AHR,P35869,196,transcription factor and target gene
NBL1,P41271,100532736;4681,target gene
GHRL,Q9UBU3,51738,target gene
HLA-A,P18462,-,target gene
SFTPD,P35247,6441,target gene
MTA1,Q13330,9112,transcription factor and target gene
GRK2,P25098,156,target gene
PHLDB1,Q86UU1,23187,target gene
MAF,O75444,4094,transcription factor
PHF8,Q9UPP1,23133,transcription factor
GPNMB,Q14956,10457,target gene
MKNK1,Q9BUB5,8569,target gene
TRAF6,Q9Y4K3,7189,transcription factor and target gene
DSPP,Q9NZW4,1834,target gene
LPAR2,Q9HBW0,9170,target gene
HBA2,E9LUX2,-,target gene
IFNA1,P01562,3439;3447,target gene
ARHGAP20,Q9P2F6,57569,target gene
NTS,P30990,4922,target gene
GRIK5,Q16478,2901,target gene
LOR,P23490,4014,target gene
PRTN3,P24158,5657,target gene
HBA1,Q9NQT3,-,target gene
SH2D1A,O60880,4068,target gene
FPGS,Q05932,2356,target gene
KCNMB1,Q16558,3779,target gene
RAG1,P15918,5896,target gene
MPHOSPH10,O00566,10199,target gene
OTX2,P32243,5015,transcription factor and target gene
CPS1,P31327,1373,target gene
WNT11,O96014,7481,target gene
DEFA6,Q01524,1671,target gene
IL1R2,P27930,7850,target gene
CD38,P28907,952,target gene
KPNA3,O00505,3839,target gene
HLA-A,P30455,-,target gene
SLC9A2,Q9UBY0,6549,target gene
ACVR1B,P36896,91,target gene
PRKG2,Q13237,5593,target gene
MMP20,O60882,9313,target gene
SLC25A20,O43772,788,target gene
RNF31,Q96EP0,55072,target gene
SMAD4,Q13485,4089,transcription factor and target gene
IRAK2,O43187,3656,target gene
FOXO4,P98177,4303,transcription factor and target gene
FADD,Q13158,8772,target gene
GRHL2,Q6ISB3,79977,target gene
ERVFRD-1,P60508,405754,target gene
PRKCQ,Q04759,5588,target gene
SPG21,Q9NZD8,51324,target gene
S100A11,P31949,6282,target gene
TNPO1,Q92973,3842,target gene
TCF19,Q9Y242,6941,transcription factor
IL12A,P29459,3592,target gene
HLA-DQA1,P01909,3117,target gene
GK,P32189,2710,target gene
ECE1,P42892,1889,target gene
P2RY4,P51582,5030,target gene
KIAA1586,Q9HCI6,57691,target gene
BID,P55957,637,target gene
TMEM71,Q6P5X7,137835,target gene
EIF4EBP2,Q13542,1979,target gene
NFKB2,Q00653,4791,transcription factor and target gene
MCM3,P25205,4172,target gene
ZKSCAN5,Q9Y2L8,23660,target gene
MEIS2,O14770,4212,transcription factor and target gene
TAC3,Q9UHF0,6866,target gene
TMEM158,Q8WZ71,25907,target gene
OPN3,Q9H1Y3,23596,target gene
CYP7A1,P22680,1581,target gene
PRAG1,Q86YV5,157285,target gene
CXCL14,O95715,9547,target gene
DAXX,Q9UER7,1616,transcription factor and target gene
MAP3K1,Q13233,4214,target gene
PTTG1IP,P53801,754,target gene
HTR1A,P08908,3350,target gene
GMDS,O60547,2762,target gene
CDK11B,P21127,984,target gene
HRH1,P35367,3269,target gene
PRKAB1,Q9Y478,5564,target gene
CTH,P32929,1491,target gene
AP4M1,O00189,9179,target gene
TRAPPC4,Q9Y296,51399,target gene
FHL5,Q5TD97,9457,target gene
KIR3DL1,P43629,3811,target gene
ZNF423,Q2M1K9,23090,transcription factor
SALL2,Q9Y467,6297,target gene
NFE2,Q16621,4778,transcription factor and target gene
KLF9,Q13886,687,transcription factor and target gene
IPO13,O94829,9670,target gene
ARF6,P62330,382,target gene
MGST1,P10620,4257,target gene
HIST2H2AB,Q8IUE6,317772,target gene
PIP,P12273,5304,target gene
BSG,P35613,682,target gene
NPC1,O15118,4864,target gene
MCL1,Q07820,4170,target gene
CRX,O43186,1406,transcription factor and target gene
RRM1,P23921,6240,target gene
BACH2,Q9BYV9,60468,transcription factor
APLF,Q8IW19,200558,target gene
DEFA5,Q01523,1670,target gene
TXNDC5,Q8NBS9,81567,target gene
IFI30,P13284,10437,target gene
GTF2I,P78347,2969,transcription factor and target gene
CIB2,O75838,10518,target gene
ZIC3,O60481,7547,transcription factor
RIOX2,Q8IUF8,84864,target gene
FOXQ1,Q9C009,94234,transcription factor
ABCG4,Q9H172,64137,target gene
ZBTB7A,O95365,51341,transcription factor
BLVRA,P53004,644,target gene
