Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Amnionless,Q9VPN2,33199,target gene,No,1
unc80,Q9VB11,43324,target gene,No,4
-,A4GK99,-,target gene,No,1
hbs-RB,C4IXZ2,-,target gene,No,35
-,Q4QQ84,-,target gene,No,21
Obp56f,Q7KE32,246668,target gene,No,6
Dmel\CG34298,A1A709,5740436,target gene,No,1
Mhc,P05661,35007,target gene,No,6
-,Q29QP6,-,target gene,No,2
-,A2VEP6,-,target gene,No,1
HL1,Q9VZ99,38567,target gene,No,4
Dmel\CG6763,Q9VCN5,42754,target gene,No,4
Dmel\CG5282,Q9VPG0,40256,target gene,No,4
SiaT,Q9GU23,37950,target gene,No,6
-,Q6NN53,-,target gene,No,10
-,Q8WQ62,-,target gene,No,38
CG11530,Q8IRE0,3772375,target gene,No,4
Dmel\CG10237,Q9VIW5,35222,target gene,No,16
NT1,B7TB45,38558,target gene,No,3
BG:DS07851.8,Q9VJP6,34899,target gene,No,1
Phlpp,Q9VJ07,35178,target gene,No,3
anon-WO0140519.182,A0A0B4KGJ8,41097,target gene,No,15
Cpr65Az,Q9VRU9,38712,target gene,No,2
Dmel\CG11044,A1ZBR6,37281,target gene,No,13
rec,Q9VF30,49241,target gene,No,8
Dmel\CG12420,Q9VH13,41249,target gene,No,7
lincRNA.952,M9NGR4,12798120,target gene,No,3
Cyp4ac1,Q9VMS9,33754,target gene,No,3
Dmel\CG14511,Q9VAN9,43445,target gene,No,9
BEST:GH25016,Q8SYQ4,319064,target gene,No,11
-,C0PVD5,-,target gene,No,2
-,A9YKB2,-,target gene,No,4
-,Q8T4C2,-,target gene,No,1
Dmel\CG43725,Q6IHP9,14462740,target gene,No,10
BEST:GH12586,Q9VSX2,39074,target gene,No,5
Dmel\CG12224,Q9VGF2,41453,target gene,No,12
-,A9YKA6,-,target gene,No,4
-,Q1EC93,-,target gene,No,2
CG42492-RC,D1Z3A7,-,target gene,No,13
-,Q5MRR2,-,target gene,No,6
Cwc25,Q9VQF5,33460,target gene,No,3
Dmel\CG11085,Q9VYL0,32213,target gene,No,9
RNaseZ,Q8MKW7,36086,target gene,No,19
CG18367,Q4V4C6,-,target gene,No,2
ACXE,Q9VK50,53426,target gene,No,3
Dmel\CG32052,Q8IQD3,326184,target gene,No,5
CG14091,R9PY60,40105,target gene,No,4
eIF4E7,Q9W5B3,31059,target gene,No,2
Dmel\CG42854,M9MSF6,10178809,target gene,No,5
Cpr49Aa,A8DRW0,246413,target gene,No,4
Dmel\CG13613,Q9VC83,42910,target gene,No,1
Osi19,Q9VI06,40776,target gene,No,2
CG5386,E1UID9,-,target gene,No,3
LamC,Q03427,36615,target gene,No,15
-,C0PVC7,-,target gene,No,12
-,Q5MRQ0,-,target gene,No,6
LCAD,B7Z028,33898,target gene,No,20
cv-d,Q9VF24,41921,target gene,No,14
Dmel\CG12522,Q9VTF3,39248,target gene,No,5
-,F6J873,-,target gene,No,4
Dmel\CG4911,Q9VST7,39043,target gene,No,12
-,Q8I6E3,-,target gene,No,1
CG42779-RA,F2FBB1,-,target gene,No,2
Dmel\CG34141,Q0E9E6,4379870,target gene,No,3
Dmel\CG17032,Q9VUV8,39736,target gene,No,7
Dmel\CG8349,Q7KTJ2,34124,target gene,No,3
Faa,Q9VZI8,45577,target gene,No,11
Ir68a,Q9VTH3,39269,target gene,No,7
Dmel\CG42733,Q3YMS8,36093,target gene,No,4
-,G3KKR9,-,target gene,No,6
CG30365,A9UN32,-,target gene,No,3
CanA1,P48456,43670,target gene,No,2
Dmel\CG11191,Q7JVQ2,35765,target gene,No,5
5-HT1B,P28286,37191,target gene,No,3
CG14958-RA,H0RN74,-,target gene,No,3
Start1,Q9W145,37927,target gene,No,16
Dmel\CG30398,Q8MLV2,246591,target gene,No,5
Cpr62Bb,Q9W078,38240,target gene,No,3
-,Q4V3Z2,-,target gene,No,4
CT35582,Q9VK38,50446,target gene,No,3
CG16734-RA,C3KGQ3,-,target gene,No,3
Dmel\CG11741,A8JQV5,5740784,target gene,No,5
thw,Q9VI80,40868,target gene,No,10
in,Q9VPH0,40246,target gene,No,8
Dmel\CG4066,Q9VGA8,41493,target gene,No,1
pwn-RA,F3YDC1,-,target gene,No,10
Dmel\CG7135,Q9VWY5,32793,target gene,No,1
-,Q8MSZ0,-,target gene,No,8
Dmel\CG2955,Q9VQX0,33622,target gene,No,1
CG31262,Q4V6U3,-,target gene,No,1
CG4410,Q9VYI7,326227,target gene,No,1
scb,O44386,36692,target gene,No,26
Gr66a,Q9VSH2,38935,target gene,No,3
CT15864,Q8SZT8,36850,target gene,No,6
BG:DS00941.15,Q9V3H6,34802,target gene,No,4
Dmel\CG9497,Q9VMF1,33884,target gene,No,1
Npc2h,Q9VA41,43649,target gene,No,1
Dmel\CG15047,Q9VWS7,32845,target gene,No,3
Dmel\CG10116,Q9VU78,39515,target gene,No,2
Dmel\CG16779,Q9VHD1,41134,target gene,No,16
Dmel\CG11227,Q8IQ43,33071,target gene,No,1
Dmel\CG5171,Q9VM19,34016,target gene,No,2
Dmel\CG6723,Q9VGP3,41368,target gene,No,2
Dmel\CG15283,Q9VJS6,50454,target gene,No,2
Dmel\CG33914,A1Z6U0,3772464,target gene,No,8
Dmel\CG4301,Q9VXG6,32610,target gene,No,7
-,Q9VJI9,35000,target gene,No,8
Dmel\CG14984,Q9VZK4,38467,target gene,No,8
CG14185-RA,B3DNC7,-,target gene,No,6
Dmel\CG44475,Q6IHC8,19835392,target gene,No,1
mmd,Q9VXL1,32561,target gene,No,4
ms(3)76Ba,Q9VVZ0,40109,target gene,No,1
yl,P98163,32367,target gene,No,2
oxt,Q7KVA1,38288,target gene,No,20
-,Q8MT30,-,target gene,No,2
Vps51,Q8MSY4,37156,target gene,No,5
Dmel\CG4259,Q9VQ75,33385,target gene,No,10
BcDNA:AT31258,Q9VBM3,43115,target gene,No,2
Dmel\CG13101,Q9VLG1,34221,target gene,No,19
CG13058,Q1RKR3,-,target gene,No,3
Dmel\CG1801,Q9VRG5,33104,target gene,No,9
Rpt6R,Q9VA54,43635,target gene,No,10
dpr15,Q9VGD0,41473,target gene,No,5
-,Q5IF63,-,target gene,No,2
BcDNA:RE41733,Q8SXH7,50044,target gene,No,8
Dmel\CG11694,Q9VHT0,40985,target gene,No,5
CG14439,A9YJC1,-,target gene,No,4
Dmel\CG11594,Q9VZJ8,38473,target gene,No,6
Dmel\CG12289,Q9VTI3,39279,target gene,No,1
Dmel\CG32278,Q9VZU0,38382,target gene,No,6
Mst84Dd,Q01645,40886,target gene,No,6
Cad96Ca,Q9VBW3,43026,target gene,No,23
BcDNA:RE02926,Q9VUJ8,39634,target gene,No,1
CG31371-RB,M9ZYX0,-,target gene,No,4
Dme_CG9270,Q7KT22,35366,target gene,No,1
Dmel\CG9297,Q9VFR2,41688,target gene,No,1
Akr1B,Q8IQF8,39304,target gene,No,31
Dmel\CG33346,Q7KRX0,2768690,target gene,No,9
Dmel\CG44037,A0A0B4KFU4,14462455,target gene,No,3
HDC12790,Q4AB35,3772181,target gene,No,5
Dmel\CG44341,A0A0B4LF84,19836253,target gene,No,2
-,Q5U0U2,-,target gene,No,2
Gyc32E,Q07553,34553,target gene,No,3
Dmel\CG42364,B7YZN3,7354408,target gene,No,2
udt,Q9VCI4,42809,target gene,No,10
Dmel\CG17261,Q9VQL5,33522,target gene,No,7
anon-WO0172774.24,Q9Y114,38886,target gene,No,6
CG34286-RA,A1A724,5740178,target gene,No,3
Npc2c-RA,G2J5Z6,-,target gene,No,4
-,Q4V5G8,-,target gene,No,3
chr2R_8318110_8318385.0,A0A0B4K7X6,12798425,target gene,No,3
Pk34A,Q9VK37,34705,target gene,No,6
Dmel\CG43093,A0A0B4K6X5,12798516,target gene,No,2
-,Q6KEV3,-,target gene,No,5
zye-RA,F3YDM0,-,target gene,No,1
Dmel\CG2082,Q9VNH7,40713,target gene,No,30
unc-115-RC,E8NH19,-,target gene,No,1
Dmel\CG13126,Q9VL60,34323,target gene,No,9
RYa-R,P25931,43253,target gene,No,2
-,Q6ILX1,-,target gene,No,3
Dmel\CG1806,Q9VYR3,32163,target gene,No,18
DhpD,Q9VMY9,40528,target gene,No,19
CG5773,A4VA11,-,target gene,No,3
Dmel\CG43678,M9PCI9,14462860,target gene,No,2
CG10588-RA,B6IDT7,-,target gene,No,2
CG12047,Q8IR56,318108,target gene,No,14
Dmel\CG4576,Q9VF31,41914,target gene,No,2
-,A1ZAI3,36858,target gene,No,8
CG4741-RB,H0RN67,37939,target gene,No,6
Dmel\CG3473,Q9VJS5,34849,target gene,No,2
BcDNA:AT25643,Q9VZ78,251916,target gene,No,4
DCX-EMAP,Q9VUI3,39617,target gene,No,5
-,Q86NU4,-,target gene,No,2
ImpL1,Q7KUJ4,39499,target gene,No,2
l(2)34Fc,Q9V3Y3,34838,target gene,No,2
metro,A1Z8G0,36176,target gene,No,11
-,A2VEK5,-,target gene,No,2
iotaTry,P52905,36223,target gene,No,2
obst-F,Q9VW89,40209,target gene,No,2
CCS-RB,H0RNH3,-,target gene,No,8
CG11374-RB,F3YDH7,-,target gene,No,1
Drsl3,Q8IRD7,317955,target gene,No,2
CG13141,A8DYR8,5740879,target gene,No,8
gammaSnap2,Q9VH25,41239,target gene,No,7
robls54B,Q6IG91,5740248,target gene,No,15
lectin-30A,Q6GV06,53541,target gene,No,5
-,Q8MS88,-,target gene,No,5
BcDNA:RE06996,Q8SZC2,246600,target gene,No,4
CG30005,Q4V5M6,-,target gene,No,13
CG3704,B4F5J7,-,target gene,No,16
Dmel\CG8087,Q9VFI5,41764,target gene,No,9
Tie,Q9VZA8,38559,target gene,No,21
ninaA,P15425,33271,target gene,No,1
AGBE,A1Z992,326264,target gene,No,30
GluRIID,Q9TVI0,44483,target gene,No,1
Dmel\CG18568,Q7K2Q5,36549,target gene,No,2
Ca-alpha1D,Q24270,34950,target gene,No,8
Dmel\CG13898,Q9W0M9,38092,target gene,No,3
holn1,Q9VKV5,34432,target gene,No,5
CG2337,Q9VI35,40806,target gene,No,2
-,B1PGQ3,-,target gene,No,3
CAH1,Q9V396,34786,target gene,No,4
CG30384;CG30385;CG11074,Q7JRQ1,35642,target gene,No,2
Dmel\CG3257,Q9W1A6,37862,target gene,No,5
Cyp6d2,Q9W223,37594,target gene,No,7
Chs2,Q9VNW7,40442,target gene,No,3
-,B1P776,-,target gene,No,3
Obp47a,A1Z8E3,36162,target gene,No,1
Dmel\CG30269,Q9W217,37600,target gene,No,8
Dmel\CG17191,Q9VB91,43249,target gene,No,3
-,Q7YTX5,-,target gene,No,2
RunxA,M9PI08,4379817,target gene,No,1
-,Q8I0Q8,-,target gene,No,1
CG4829-RB,B8A431,-,target gene,No,15
-,C5I7E9,-,target gene,No,6
-,Q8MZ52,-,target gene,No,1
Dmel\CG9631,Q9Y122,41729,target gene,No,3
TwdlR,Q8IMR6,318586,target gene,No,2
Ir40a,Q9V9N1,35449,target gene,No,2
Ir93a,Q9VDH6,42471,target gene,No,4
-,B1P775,-,target gene,No,3
Eip63F-1,P48593,47878,target gene,No,17
AdoR,Q9VAA2,43583,target gene,No,3
Dmel\CG43895,M9PD96,14462910,target gene,No,2
-,Q8T3Z1,-,target gene,No,3
Strn-Mlck-RB,D0Z749,-,target gene,No,13
CG6209,Q3ZAL7,-,target gene,No,2
Cdk5,P48609,36727,target gene,No,10
Dmel\CG11663,Q9W5C5,31036,target gene,No,1
Dmel\CG7352,Q9VHR7,40997,target gene,No,2
EG:23E12.1,Q9XZS5,5740847,target gene,No,19
Dmel\CG8192,A1ZA23,36723,target gene,No,6
CG12071-RA,F3YDM4,-,target gene,No,6
Ir85a-RA,F3YDL3,-,target gene,No,6
Dmel\CG10337,Q9VIU0,35247,target gene,No,14
SPR,Q8SWR3,31463,target gene,No,3
CG14661,Q4V5T1,-,target gene,No,5
Dmel\CG4462,Q9VDS0,42376,target gene,No,2
Dmel\CG5386,Q9VD31,42613,target gene,No,3
Dmel\CG33341,Q7KS23,2768683,target gene,No,1
CG31410-RB,D9PTV0,-,target gene,No,11
-,A8E6G2,-,target gene,No,8
Dmel\CG8172,A8DY75,35905,target gene,No,7
-,Q32UW6,-,target gene,No,12
Dmel\CG9121,Q9VMV0,33732,target gene,No,7
Dmel\CG12279,Q9VG33,41570,target gene,No,8
CG17599-RA,D6W4R7,-,target gene,No,4
CR31846,M9MRJ1,326165,target gene,No,17
MtnE,B8A3Y2,10178932,target gene,No,5
-,C5I7D3,-,target gene,No,6
Dmel\CG30087,A1ZA39,246446,target gene,No,1
CG30196-RA,C6SUX6,-,target gene,No,5
BEST:LD29228,Q9VB07,43328,target gene,No,7
Ilp8,Q4V5V6,39909,target gene,No,18
CG9434,A4VA63,-,target gene,No,1
CG9997,Q4V686,-,target gene,No,2
CG32440,Q4V4P0,-,target gene,No,13
CG13113-RA,D3DMT1,-,target gene,No,5
gi7300665,Q8SY05,42468,target gene,No,6
-,Q4QQ28,-,target gene,No,2
CG32584,Q4V5E8,-,target gene,No,6
hog,Q8IR47,318105,target gene,No,4
Dmel\CG43816,M9PCZ8,14462783,target gene,No,2
Gr77a,Q8IPU5,117476,target gene,No,1
Dmel\CG2269,A1Z847,36056,target gene,No,8
frac,Q9VS89,38850,target gene,No,2
Dmel\CG9098,Q9VMJ4,33840,target gene,No,10
Drsl4,Q8IRD6,317954,target gene,No,9
-,Q29QS0,-,target gene,No,2
CG15537,A2RVJ0,-,target gene,No,5
Dmel\CG15395,Q7KU18,33447,target gene,No,3
CG11669-RA,F2FB96,-,target gene,No,4
Eaat1,O77062,34251,target gene,No,10
Dmel\CG13127,Q9VL47,34335,target gene,No,2
Adgf-D,Q9VFS1,41679,target gene,No,2
CG9600,Q9VVY7,40105,target gene,No,4
-,Q8MRZ2,-,target gene,No,7
-,C0PUZ2,-,target gene,No,3
Arp5,Q9VEC3,42173,target gene,No,13
spn-E,Q9VF26,41919,target gene,No,21
stops,Q9VA06,43683,target gene,No,5
Dmel\CG14096,Q9VVZ5,40113,target gene,No,2
-,A9YIR7,-,target gene,No,13
-,B4YWD6,-,target gene,No,22
CG9812-RB,Q8SX04,-,target gene,No,6
CG17041,B7YZE5,36473,target gene,No,4
Dmel\CG10185,Q9VEZ2,41953,target gene,No,8
Dscam4,M9PHS6,2769008,target gene,No,7
TrpA1,Q7Z020,39015,target gene,No,4
AstC-R2,A0A0S0WMT8,40019,target gene,No,4
-,Q7YU06,-,target gene,No,1
DIP-iota,Q4V3F0,33925,target gene,No,5
ORE-16,A0A0B4LF70,36330,target gene,No,14
Zmynd10,Q9VU41,39481,target gene,No,7
Nrk,Q9V6K3,36445,target gene,No,4
Dmel\CG14787,Q9W591,31096,target gene,No,3
Cda5,Q9VPI3,33158,target gene,No,20
BcDNA:RH58440,Q9W439,31542,target gene,No,6
-,Q8I6D9,-,target gene,No,1
Dmel\CG1631,Q9VR84,33029,target gene,No,2
Dmel\CG8401,A1ZA86,36770,target gene,No,12
-,Q29QJ2,-,target gene,No,3
NEST:bs19a11,Q8IRF2,317964,target gene,No,3
-,Q7JRP4,36202,target gene,No,2
Trf4-2,Q9VC07,42983,target gene,No,5
Dmel\CG13946,Q9VPS9,50198,target gene,No,2
CG7916,E1UIG3,-,target gene,No,2
Dmel\CG4908,Q9VL22,34360,target gene,No,4
Dmel\CG11893,Q9VBT2,43056,target gene,No,3
-,Q95SM9,-,target gene,No,3
-,A2VEF1,-,target gene,No,1
cato-RA,Q0IGQ7,-,target gene,No,3
rdhB,Q9VD30,42614,target gene,No,2
Jon74E-RA,C9QP19,-,target gene,No,5
-,Q8SWR7,-,target gene,No,8
CG32516,X2JG15,318066,target gene,No,6
-,Q9VZN7,-,target gene,No,5
-,Q0IGP8,-,target gene,No,2
Rpb7,Q9VFB5,261631,target gene,No,7
CG4467-RA,A0A075QAN7,-,target gene,No,11
-,Q960I1,-,target gene,No,3
Dmel\CG13813,Q9VW98,40218,target gene,No,4
CG12164-RA,H0RNI2,-,target gene,No,3
Dmel\CG14052,M9PDL5,31203,target gene,No,3
cas,Q7M3M8,44018,target gene,No,8
HDAC3,Q7KTS4,44446,target gene,No,18
Dmel\CG14960,Q9VZR8,38403,target gene,No,7
-,A9YGU1,-,target gene,No,3
Cyp9b2,Q9V4I1,35635,target gene,No,1
futsch,Q9W596,5740544,target gene,No,10
Dmel\CG43324,A0A0B4K838,12798331,target gene,No,7
CG3591,Q9W4V0,31280,target gene,No,4
BcDNA:GH07269,Q8T0P4,261621,target gene,No,1
AAF52372,Q9VME7,33888,target gene,No,7
Dmel\CG34302,A2VEV0,5740537,target gene,No,3
CG15769,M9NE86,31504,target gene,No,3
Dmel\CG43052,M9NEL0,12798214,target gene,No,2
Dmel\CG11236,Q9VM80,33955,target gene,No,2
Cbp80,Q7K4N3,44409,target gene,No,17
Dmel\CG10195,Q9VIV9,35228,target gene,No,11
dro4-RA,B7FNM4,-,target gene,No,9
BcDNA:LP01183,Q9VX57,32720,target gene,No,13
CG14321-RA,B5RJ07,-,target gene,No,25
Dmel\CG30195,Q9W226,37592,target gene,No,2
osk,P25158,41066,target gene,No,1
Dmel\CG4151,Q9W4B7,31465,target gene,No,5
CG13860,A0A0B4KGJ9,42608,target gene,No,4
Dmel\CG6168,Q9VTH7,39273,target gene,No,4
Dmel\CG43236,A0A0B4LF43,12798466,target gene,No,2
chr3L_11128040_11128584.0,R9PY30,39256,target gene,No,2
Dmel\CG10508,M9PFU5,40342,target gene,No,12
sinah,Q8T3Y0,39885,target gene,No,3
Rcd-1r,Q9VLF2,34229,target gene,No,4
dpr12,A1Z6H9,50320,target gene,No,7
Ccn,Q9VVK3,39972,target gene,No,3
Dmel\CG10700,Q9VJ03,35183,target gene,No,4
CG14277-RA,C6SV11,-,target gene,No,2
-,A2VES0,-,target gene,No,5
BcDNA:AT16918,Q7JRQ4,35805,target gene,No,2
-,Q9VC17,-,target gene,No,14
Trf4,Q9VQE6,33452,target gene,No,3
AANATL5,A1ZBI6,37210,target gene,No,1
verm-RC,F0JAK3,-,target gene,No,7
Dmel\CG8851,R9PY49,33575,target gene,No,1
Dmel\CG9632,Q9VF19,41926,target gene,No,3
Dmel\CG7702,Q9VE49,42242,target gene,No,7
-,Q29QD0,-,target gene,No,3
CG32415,Q8IQ55,318020,target gene,No,10
Samtor,Q9W138,37934,target gene,No,10
CG12923,Q3KN24,-,target gene,No,2
Dmel\CG15201,Q9VZ24,32053,target gene,No,6
-,Q8T9F0,-,target gene,No,6
CG6043-RF,C6SUY0,34732,target gene,No,13
CT21241,Q9VWZ7,32782,target gene,No,6
Dmel\CG45116,X2JD74,19835569,target gene,No,1
CG32383,Q4V3R6,-,target gene,No,1
Dmel\CG4892,Q9VJM2,34949,target gene,No,2
Dmel\CG30109,Q6NLJ9,246461,target gene,No,13
CG12997-RA,C6SV56,-,target gene,No,2
Dmel\CG10918,Q9VRI3,33123,target gene,No,3
AGO3,Q7PLK0,3355150,target gene,No,10
-,B4YXE6,-,target gene,No,8
Odc1,P40807,35766,target gene,No,2
Dmel\CG18662,Q9VLG0,50437,target gene,No,3
GstE6,A1ZB71,37111,target gene,No,11
Dmel\CG13082,Q9VIU3,35244,target gene,No,8
CG8665,Q6NNU7,-,target gene,No,2
-,Q8SXB7,-,target gene,No,2
-,Q8SYS3,-,target gene,No,3
Dmel\CG13170,A1Z8V3,36325,target gene,No,11
beat-VII-RD,E0R906,-,target gene,No,9
Or43b,P81918,35743,target gene,No,2
Dmel\CG17278,Q9VDG1,50050,target gene,No,6
Dmel\CG10300,Q9VCJ2,42798,target gene,No,2
-,Q6IJE7,-,target gene,No,4
Dmel\CG30323,A1ZB07,246539,target gene,No,9
Dmel\CG15382,Q9VQ80,33391,target gene,No,6
-,A8E776,-,target gene,No,1
CG32714,Q9W3E3,318916,target gene,No,16
CG12524,Q1EC15,-,target gene,No,9
Spn28Da,Q0E8V6,34082,target gene,No,1
Dmel\CG33978,L0MLI5,3885646,target gene,No,5
Dmel\CG3982,Q9VSY3,39084,target gene,No,3
PGRP-SC1b,C0HK99,35859;35861,target gene,No,4
Dmel\CG30285,Q8MLV4,246528,target gene,No,2
dC1GalT7,Q9VQH4,33479,target gene,No,2
CG2256,Q1EC98,-,target gene,No,7
Dmel\CG12826,A1Z731,35710,target gene,No,3
Ist1,Q9VRY6,38750,target gene,No,10
Dmel\CG10041,Q9VGA5,41496,target gene,No,2
-,Q8SZ64,-,target gene,No,11
Dmel\CG30369,Q4QPU5,246572,target gene,No,5
anon-EST:ParkEST066,Q9VE40,42250,target gene,No,4
GluRIIE,Q0KI42,318623,target gene,No,3
Dmel\CG16800,Q9VK49,34693,target gene,No,3
Dmel\CG11294,Q9W3C6,31807,target gene,No,7
Ubc87F,Q9VFR8,41682,target gene,No,2
CG33160,Q4V3V2,-,target gene,No,2
CG7096,Q8MSJ6,326125,target gene,No,2
Dmel\CG8519,Q9VRY2,38745,target gene,No,3
-,Q9VR93,50124,target gene,No,2
-,Q95SL8,-,target gene,No,1
Dmel\CG12256,Q9VGB9,14462452,target gene,No,2
GCR 17,Q24346,-,target gene,No,1
su(r),Q9W374,31858,target gene,No,15
RabX5,Q9W0A7,38209,target gene,No,1
-,B1PHA2,-,target gene,No,2
hydra-RC,H0RNF6,-,target gene,No,3
TwdlBeta-RA,H0RN85,-,target gene,No,2
Ssk,Q9VW87,40207,target gene,No,4
Dmel\CG31371,A0A0B4K805,43626,target gene,No,4
Dmel\CG32284,Q8MS92,317956,target gene,No,4
-,Q5BII9,-,target gene,No,5
CG11682,Q8SYB7,-,target gene,No,2
CG8628-RA,B3LF68,-,target gene,No,9
pea,A1Z9L3,36561,target gene,No,9
BBS9,B7YZM8,37439,target gene,No,3
CG11113,Q4V4F3,-,target gene,No,1
CT34717,Q9VES5,42023,target gene,No,13
Dmel\CG34212,A8DY47,5740704,target gene,No,8
zen2,P09090,40827,target gene,No,8
Cpr66Cb,Q9VSH7,38940,target gene,No,2
Dmel\CG13676,Q9VSE3,38906,target gene,No,10
CG11184,Q6NN82,-,target gene,No,7
Dmel\CG9109,X2JDC2,33844,target gene,No,2
TBC1d7,Q9VCC4,42869,target gene,No,9
Dmel\CG3355,Q9VR15,33667,target gene,No,2
-,Q8T4D0,-,target gene,No,3
Dmel\CG10589,Q9VP96,40313,target gene,No,4
Myo81F,A0A0A1EI90,26067052,target gene,No,7
CG11470-RA,C6SUW7,-,target gene,No,2
Dmel\CG5781,Q9VK65,34678,target gene,No,3
CG32778,M9PJ12,31353,target gene,No,5
Dmel\CG32811,R9PY44,318222,target gene,No,1
Dmel\CG16852,Q9VJX2,34769,target gene,No,1
CG42330-RE,D3DMK1,-,target gene,No,7
Dmel\CG9926,Q9VFP7,41700,target gene,No,1
CHKov2,Q9VBS0,43068,target gene,No,6
SPH93,Q9VJD7,35049,target gene,No,5
-,Q4QPW1,-,target gene,No,4
Cyp28d1,Q9VMT5,33749,target gene,No,5
Cpr23B,Q9VQH5,33480,target gene,No,4
Dmel\CG44163,A0A0B4KGB5,14462623,target gene,No,1
-,Q0IGR7,-,target gene,No,2
Dmel\CG6628,Q9VT84,39183,target gene,No,3
ninaC,P10676,34012,target gene,No,3
Dmel\CG14397,E1JHN0,8674022,target gene,No,1
Dmel\CG17996,Q9VJJ1,34998,target gene,No,4
AANATL4,A1ZBI9,37213,target gene,No,1
aust-RA,C0P8L7,-,target gene,No,1
Dmel\CG15543,Q9VA43,43647,target gene,No,3
Dmel\CG34289,A0A0B4K6E5,5740640,target gene,No,3
SLC22A,Q9VNX2,40437,target gene,No,5
Dmel\CG12009,Q9VZR6,38405,target gene,No,3
CG32845-RA,E0R910,-,target gene,No,2
TbCMF46,Q9VL65,34318,target gene,No,3
w,P10090,31271,target gene,No,23
Dmel\CG14020,M9PB43,33771,target gene,No,4
Dmel\CG14297,Q9VE30,42260,target gene,No,2
anon-WO0140519.63,Q7JYV3,36410,target gene,No,2
Mur89F-RA,F3YDE3,-,target gene,No,7
CG12307,Q6NN77,-,target gene,No,1
Cht10,Q9W5U2,3355116,target gene,No,6
hubl,A1Z7D7,246567,target gene,No,1
Dmel\CG43121,Q6IL75,12798254,target gene,No,5
CG32198-RB,F3YD77,-,target gene,No,1
Ir7a,Q9W3P8,31686,target gene,No,2
CG13538,Q4V5V7,-,target gene,No,3
-,A9YGT1,-,target gene,No,12
CG4232,Q8SWQ8,37583,target gene,No,6
IA-2,Q9VPV8,33277,target gene,No,13
Or65b,P82983,318012,target gene,No,2
-,F6J4X2,-,target gene,No,1
Dmel\CG31106,Q8IMT7,318594,target gene,No,2
-,Q8T8S9,-,target gene,No,2
AIF,Q9VQ79,33390,target gene,No,15
Dmel\CG17036,Q9VK64,34679,target gene,No,6
CG16879,A0A1W5PVN5,34829,target gene,No,9
Takl2-RA,C1C3D4,-,target gene,No,1
-,Q5MVC2,-,target gene,No,6
Dmel\CG6067,Q9W452,31529,target gene,No,2
Ir41a,A1Z6D6,2768714,target gene,No,1
CG30154-RA,D2NUJ9,-,target gene,No,4
CG32141-RA,F0JAS3,-,target gene,No,7
Dnah3,Q9VZ77,38586,target gene,No,3
Dmel\CG9717,Q9I7H4,43636,target gene,No,2
CG32683,Q6NN64,-,target gene,No,8
-,Q5MRQ2,-,target gene,No,6
Dmel\CG17111,Q9VCR4,42727,target gene,No,2
CG10551,Q8IMT2,326117,target gene,No,3
-,B1PHB1,-,target gene,No,2
CG14688-RB,C3KKB0,-,target gene,No,18
ProRS-m,Q9VZY9,38331,target gene,No,7
-,C5I7A9,-,target gene,No,6
CG13422,A0ZX45,-,target gene,No,2
Dmel\CG1958,Q9W3S0,31661,target gene,No,4
Dmel\CG13795,Q9VLY3,34049,target gene,No,1
Ance-2,Q9VJV2,34806,target gene,No,2
DIP-beta,B7Z153,33125,target gene,No,5
CG2111,F6J5G7,-,target gene,No,2
Dmel\CG11584,Q8IR58,32363,target gene,No,1
lincRNA.804,Q9VE88,42206,target gene,No,10
CG13169,A0A0B4K7M8,12798419,target gene,No,5
CG4116-RA,F7VJR8,-,target gene,No,2
CG9561,Q0IGP7,5740122,target gene,No,8
Dmel\CG3734,Q8SXS7,42318,target gene,No,2
Dmel\CG31088,Q8INC8,-,target gene,No,5
a5,P54185,33317,target gene,No,5
alrm,Q9VBR3,43074,target gene,No,2
141233_at,Q9W448,31532,target gene,No,11
Dmel\CG14957,Q9VZT6,38386,target gene,No,1
Lime,Q7JZC5,36023,target gene,No,4
noncoding_17732,A0A0B4K7I1,12798476,target gene,No,6
CG31777,Q6NMX8,-,target gene,No,5
Rsph3,Q9VRY7,38751,target gene,No,10
Dmel\CG13026,Q9VV95,39868,target gene,No,2
Dmel\CG32213,Q8IQU6,317918,target gene,No,2
-,Q29R43,-,target gene,No,17
Dmel\CG42700,A1Z8V8,36330,target gene,No,14
-,Q5BIJ8,-,target gene,No,11
Dmel\CG33690,Q4ABJ0,-,target gene,No,2
Dmel\CG12917,Q4V3G1,36065,target gene,No,5
-,Q7JVS5,-,target gene,No,1
Gk1,Q9W0U0,43913,target gene,No,23
Dmel\CG10588,Q9VP94,40316,target gene,No,2
CG12825-RA,Q4V4P2,35726,target gene,No,1
Dmel\CG34223,A8DYA0,5740431,target gene,No,4
-,Q29QR1,-,target gene,No,2
Gyc88E,Q8INF0,41825,target gene,No,8
nAChRalpha3,Q9W3G6,31767,target gene,No,10
-,Q107H5,-,target gene,No,6
CG13829,Q4V5H3,-,target gene,No,3
Ugt35B1,Q9VGT0,41333,target gene,No,3
Dmel\CG13331,A1Z9E8,36503,target gene,No,4
Dmel\CG6688,Q9VCS4,42716,target gene,No,1
CysRS-m,Q7K3P0,36563,target gene,No,7
Octalpha2R,A0A0B4KHD0,42258,target gene,No,8
